time,Sentences
2012-06-01,"['In an emergency session on Friday , the council condemned Syria over the Houla massacre and called for an investigation .', 'Speaking in Oslo on Friday , US Secretary of State Hillary Clinton hit out at Russia saying she did not believe it was acting impartially .', 'Page last updated at 07:50 GMT , Friday , 1 June 2012', 'Mr Putin , an ally of Syria , called for more time to be given to the peace plan of envoy Kofi Annan .', ""The US and UK have called on Moscow to strengthen its condemnation of the Syrian regime since last week 's massacre in Houla , where 108 died ."", '08:50 UK', 'At least 109 people killed in a massacre in Houla A UN official now says Syria is officially in full-scale civil war .', ""Qatar urged the UN to set a deadline for Mr Annan 's peace plan , saying there should be no more `` stalling '' .""]"
2012-06-02,"['The international peace envoy Kofi Annan , sent by the United Nations and the Arab League , expressed frustration on Saturday that Mr Assad was not turning his words into actions .', 'Another 89 were killed on Saturday , including 57 soldiers , which the SOHR said was the largest number of fatalities the military had suffered in a single day since the start of the uprising against President Bashar al-Assad in March 2011 .', 'Kofi Annan said the conflict was developing an alarming sectarian dimension Syria is slipping closer to all-out war with each passing day , the UN peace envoy Kofi Annan has warned .', ""Qatar urged the UN to set a deadline for Mr Annan 's peace plan , saying there should be no more `` stalling '' ."", ""Syria 's President Bashar al-Assad has denied his government 's forces had any role in the Houla massacre ."", ""EU member states want Russia to put pressure on its ally to withdraw heavy weapons from cities and comply fully with UN envoy Kofi Annan 's peace plan ."", 'Russia and China are also resisting US and European calls to condemn President Bashar al-Assad and seek his removal .']"
2012-06-03,"['On Sunday , Mr Assad denied his forces had any role in the Houla massacre .', ""Baroness Ashton , who met Russian Foreign Minister Sergei Lavrov before Sunday 's dinner , said in a statement : `` Russia 's role is crucial for the success of Annan 's plan . ''"", ""The FSA 's announcement and a defiant speech by Syrian President Bashar al-Assad on Sunday have raised questions about the viability of Mr Annan 's six-point plan ."", ""But he says there was no sign of that in President Assad 's speech to parliament on Sunday ."", 'Herman Van Rompuy said the EU and Russia both back the Annan plan At least 19 soldiers , eight rebels and 19 civilians were killed in violence on Sunday , the UK-based group added .', 'On Sunday , President Assad told parliament that Syria was facing not an internal crisis but an external war , waged against it because of its support for resistance to Israel .', ""President Assad : `` Our anger -LRB- at the Houla massacre -RRB- was indescribable ''"", ""Syria 's President Bashar al-Assad has denied his government 's forces had any role in the Houla massacre ."", 'President Putin , left , will hold talks with Jose Manuel Barroso , center , and Herman Van Rompuy EU officials are expected to press Russian President Vladimir Putin to take a stronger line on the crisis in Syria during a summit in St Petersburg .', ""EU member states want Russia to put pressure on its ally to withdraw heavy weapons from cities and comply fully with UN envoy Kofi Annan 's peace plan ."", 'Russia and China are also resisting US and European calls to condemn President Bashar al-Assad and seek his removal .', 'Free Syrian Army rebels abandon Annan ceasefire The Free Syrian Army says its attacks on soldiers aim to defend the Syrian people', 'At least 80 Syrian soldiers were killed by rebels over the weekend in clashes and attacks on security forces checkpoints , an activist group says .', 'Rebels told the Syrian Observatory for Human Rights that more than 100 soldiers had died in the suburbs of Damascus and Idlib province .', 'By PJ Crowley Former US Assistant Secretary of State US Secretary of State Hillary Clinton said Russia must be at the table for a political transition in Syria to occur Syria may be at a tipping point , as UN Special Envoy Kofi Annan cautioned early last week , following the Houla tragedy .', 'But in his discussions with European leaders , which continue this week , newly restored Russian President Vladimir Putin made clear Houla would not be a pivot-point for Russian policy or a catalysing moment for the international community .']"
2012-06-04,"[""Authorities to allow peaceful demonstrations Maj Kurdi told Reuters on Monday : `` We have decided to end our commitment '' to the ceasefire ."", ""Spokesman Sami al-Kurdi told Reuters news agency the FSA had begun attacking soldiers to `` defend our people '' .""]"
2012-06-06,"['According to clandestine activists , security forces bombarded Qubair , about 20km -LRB- 12 miles -RRB- north-west of Hama , late on Wednesday .', ""Ban Ki-moon : `` UN monitors were shot at ''"", 'The head of the UN has said monitors trying to reach the Syrian village of Qubair , where 78 people are said to have been killed , were fired upon .', 'None were hurt in the shooting but they have pulled back for the night .']"
2012-06-07,"['UN observers were turned away from Haffa by pro-regime villagers As diplomatic moves over Syria intensify , the Russian foreign minister is due to meet British Foreign Secretary William Hague in the Afghan capital , Kabul , on Thursday .', 'By James Reynolds BBC Iran correspondent The US accuses Iran of directly helping President Assad in the current crisis Iran and Syria make for strange allies .', ""Syria 's President Bashar al-Assad heads a secular and socialist government .""]"
2012-06-09,"[""The next day the government 's Foreign Ministry spokesman , Ramin Mehmanparast , said that Iran was `` in no way '' interfering in Syria 's affairs .""]"
2012-06-10,"['10 June :', '10 June 2012', 'As the death of Sunday Times correspondent Marie Colvin showed , most Western journalists reporting from Syria are exposed to considerable personal danger .', 'Last updated at 18:42 GMT Help A number of casualties have once again been reported in Syria , with clashes between rebel fighters and forces loyal to President Bashar al-Assad in many parts of the country .', 'Meanwhile , activist have claimed that members of the military are defecting in ever increasing numbers .']"
2012-06-11,"['UN monitors first tried to reach Haffa on Monday but were denied access .', ""In an article published on 11 June , the paper said that `` China can not abandon the principle of opposing military intervention '' even though Mr Assad may eventually be toppled ."", 'Indeed , since the outset of the Syria crisis in March 2011 , there has been little appetite for outside military intervention .', ""Syria in civil war , says UN official Herve Ladsous UN 's Sausan Ghosheh on monitors being attacked in Haffa : `` We were confronted with angry crowds ''""]"
2012-06-12,"[""On Tuesday , government forces gave them permission to pass through the last checkpoint before the town , but the monitors judged the situation to be `` unsafe '' and turned back , a UN spokeswoman said ."", ""Writing in the Global Times on 12 June , Shen Yi , a scholar at Fudan University , stressed that domestic public opinion should not be allowed to interfere with China 's policy on Syria ."", ""Syria in civil war , says UN official Herve Ladsous UN 's Sausan Ghosheh on monitors being attacked in Haffa : `` We were confronted with angry crowds ''"", ""Syria is now in a state of civil war and the government has lost control of `` large chunks '' of cities , the UN 's head of peacekeeping has told reporters ."", 'Syria :', 'As Russia and China remain steadfast in their refusal to back UN resolutions condemning President Bashar al-Assad , the BBC news website looks at media coverage of the Syria conflict in both countries and whether broadcasters tend to justify this stance .']"
2012-06-13,"['Syrian activists said at least 40 people were killed by security forces across the country on Wednesday .', 'Last updated at 21:40 GMT', ""Help French Foreign Minister Laurent Fabius has said he will call on the UN Security Council to make mediator Kofi Annan 's peace plan fro Syria mandatory ."", 'How Russian and Chinese media justify Syrian support', 'The world spent too long looking at the Syrian conflict through the prism of the other Arab uprisings .']"
2012-06-14,"[""`` The Foreign Secretary made clear to Russian Foreign Minister Lavrov when they met on 14 June that all defense shipments to Syria must stop , '' a Foreign Office spokesperson said .""]"
2012-06-15,"['They were able to return on Friday .', ""Why Russia is standing by Syria 's Assad Russia is not motivated to support Bashar al-Assad by arms sales alone Konstantin von Eggert , political commentator for Kommersant FM radio in Moscow , looks at why the Kremlin is steadfastly supporting the beleaguered Syrian government ."", ""Foreign policy analysts usually tend to explain Moscow 's inflexible stance on Syria by evoking arms sales to Damascus -LRB- Bashar al-Assad 's regime is said to have placed orders for Russian hardware to the tune of $ 3.5 bn -RRB- and the Russian naval station in the Syrian port of Tartous ."", ""But this alone does not account for Russia 's seeming indifference to the adverse effect that its international advocacy of the Assad government has on its relations with the United States , the European Union and the majority of the Arab states ."", ""Syria crisis : West seeks ` next steps ' Gen Robert Mood : `` We stand ready to work with all parties to assist with bringing an end to the violence ''"", 'The US has said it is consulting international partners over steps to take over Syria , after UN observers suspended their activities .', 'Norwegian Gen Robert Mood , the head of the UN Stabilisation Mission -LRB- UNSMIS -RRB- , said observers would cease operations because of the escalating violence .']"
2012-06-17,"[""The Observatory said at least one person had died in Sunday 's violence in Homs ' Khalidiyeh district , and that 10 other deaths had been reported elsewhere in the country .""]"
2012-06-19,"[""The UN Security Council 's five permanent members will consider the next steps for the observer mission when Gen Mood briefs them on the situation in Syria on Tuesday ."", ""The UN Security Council 's five permanent members will consider the next steps for the observer mission when Gen Mood briefs them on the situation in Syria on Tuesday .""]"
2012-06-20,"['But although aid workers stood ready on Wednesday , they were not able to enter the city .', 'On Wednesday , the International Committee of the Red Cross -LRB- ICRC -RRB- said that its teams , along with the Syrian Arab Red Crescent , were poised to evacuate civilians and deliver aid into parts of Homs .', ""Syria ` truce agreed ' to evacuate Homs civilians Fighting has been continuing in the central city of Homs where hundreds of civilians are trapped The International Committee of the Red Cross -LRB- ICRC -RRB- says the Syrian government and rebel fighters have agreed a temporary truce to allow civilians to be evacuated from the city of Homs ."", 'The ICRC said that its teams - with the Syrian Arab Red Crescent - were ready to enter the worst-hit parts of Homs .']"
2012-06-21,"['Waleed Faris , a resident of one area the ICRC was trying to enter , said shelling had been heaviest at dawn on Thursday but there were signs it was subsiding .', '`` Early this morning there was heavy shelling .', ""Inside Syria , the violence continued on Thursday with state media reporting that `` armed terrorist groups '' had abducted and massacred 25 villagers in Aleppo province ."", 'Syria crisis : Homs shelling stalls evacuation', ""Fighting is leaving many parts of Syria 's towns and cities in ruins Continued shelling in the Syrian city of Homs is stopping Red Cross teams from evacuating scores of civilians ."", ""The F-4 Phantom disappeared over the Mediterranean , south-west of Hatay province , not far from Syria 's coast .""]"
2012-06-22,"['End Quote Recep Tayyip Erdogan Turkish Prime Minister Earlier on Friday evening , Turkish Prime Minister Recep Tayyip Erdogan held a two-hour emergency meeting with his interior , defense and foreign ministers and the Chief of the General Staff , Gen Necdet Ozel .', 'The Turkish military said it lost radio contact with the F-4 Phantom at 11:58 -LRB- 08:58 GMT -RRB- on Friday while it was flying over Hatay province , about 90 minutes after it took off from Erhac airbase in the province of Malatya , to the north-west .', 'Tensions between the two countries have escalated over the shooting down by Syria of a Turkish F-4 jet on Friday .', ""Earlier , Mr Erdogan spoke of Turkey 's `` rage '' at Syria 's decision to shoot down the F-4 Phantom last Friday and described Syria as a `` clear and present threat '' ."", ""Turkish F-4 warplane ` shot down ' near Syrian border"", 'The Turkish military said it lost radio contact with the F-4 while it was flying over Hatay', ""The F-4 Phantom disappeared over the Mediterranean , south-west of Hatay province , not far from Syria 's coast ."", ""The Syrian military statement appeared on the state news agency The Syrian military has said that it shot down a Turkish warplane `` flying in airspace over Syrian waters '' ."", ""A spokesman said the plane , an F-4 Phantom , was dealt with `` according to the laws that govern such situations '' , the state news agency Sana said ."", ""The Turkish prime minister said his country would `` take the necessary steps '' once all the facts were known .""]"
2012-06-24,"['A general , two colonels , two majors and about 30 other soldiers are said to have crossed into Hatay province on Sunday night .', ""Turkey calls Nato meeting on warplane downed by Syria Syria said it engaged the aircraft in its airspace `` according to the laws that govern such situations ''"", ""Syria general and two colonels ` defect to Turkey ' The latest arrivals were said to have crossed near Reyhanli town and were taken to refugee camps""]"
2012-06-25,"['They were part of a group of some 200 people who crossed the border overnight into Monday , Anatolia news agency says .', 'Ian Pannell reports from northern Syria on the tactics of rebel groups The Turkish cabinet discussed the crisis on Monday , a day before Nato ambassadors in Brussels were due to consider their response .', ""Syria general and two colonels ` defect to Turkey ' The latest arrivals were said to have crossed near Reyhanli town and were taken to refugee camps"", 'Several high-ranking Syrian military figures have defected to Turkey , reports in Turkish media say .', ""Syria crisis : Fierce fighting erupts near Damascus Aid agencies say civilians are being trapped by fighting in Syria 's cities Fierce fighting has been reported between Syrian troops and rebel forces in the suburbs of the capital Damascus ."", ""Reports from activists , which can not be verified , say rebels clashed with Syria 's elite Republican Guard .""]"
2012-06-26,"[""In other developments on Tuesday : President Assad told his new cabinet Syria is in a `` state of war '' and that all government efforts should be directed at winning it , the state news agency reported The head of UN peacekeeping operations , Herve Ladsous , said the monitoring mission in Syria would remain suspended because of mounting violence Russia said its foreign minister Sergei Lavrov would attend an international conference on Syria which special envoy Kofi Annan hopes to hold in Geneva on 30 June The UK-based Syrian Observatory for Human Rights said that clashes happened overnight and into Tuesday near Republican Guard positions in Qadsaya and al-Hama , around 8km -LRB- 5 miles -RRB- from the center of Damascus ."", ""Reports from activists , which can not be verified , say rebels clashed with Syria 's elite Republican Guard .""]"
2012-06-27,['June 27 -']
2012-06-30,"[""All parties must recommit to sustained cessation of armed violence and immediately implement UN envoy Kofi Annan 's six-point peace plan Transitional government formed on basis of mutual consent ; can include officials serving under President Assad and opposition members Syrians will determine future of their country ; all groups allowed to join national dialogue process Constitutional order and legal system to be reviewed ; changes subject to popular approval All parties must engage genuinely with Mr Annan to work towards a Syrian-led settlement Saturday 's `` action group '' conference was attended by both Western powers and Russia and China ."", ""Mrs Clinton told reporters after Saturday 's talks : `` Assad will still have to go ... given the blood on his hands . ''"", '30th June 2012 - 13:13 As a Syrian', 'UN peace envoy Kofi Annan has said there is international agreement that a transitional government should be set up in Syria .', 'This could include both members of the government and opposition , he said after talks in Geneva .', 'But US Secretary of State Hillary Clinton said Syrian President Bashar al-Assad could not remain in power .']"
2012-07-04,"['Mr Annan is expected to brief the UN Security Council in New York on the outcome of this latest round of talks from his Geneva base on Wednesday .', ""Syria files : Wikileaks releases 2m 'em barrassing ' emails Wikileaks says only by understanding the conflict in Syria can it be resolved `` Ground-breaking '' news stories derived from the `` Syria files '' will be published over the next two months , Wikileaks said ."", 'Its founder Julian Assange was quoted as saying the material was embarrassing - not only to Syria but its opponents .', 'The emails are said to date from August 2006 to March 2012 .']"
2012-07-06,"['Activists in Syria said that at least 25 people were killed on Friday when Syrian forces seized the northern city of Khan Sheikhoun from rebels .', 'The debate was recorded from the Arab World Institute in Paris on Friday 6 of July 2012 , just after the next Friends of Syria meeting hosted by the French government .', ""A new resolution must be passed before the mission 's mandate ends on Friday next week ."", ""` Top Syrian defector ' Manaf Tlas heads for Paris French Foreign Minister Laurent Fabius tells the Friends of Syria meeting after Brig Gen Manaf Tlas ' defection : `` The regime is unsustainable . ''"", 'A Syrian general from a powerful family close to President Bashar al-Assad has defected and is on his way to Paris , French Foreign Minister Laurent Fabius has said .', 'More than 100 countries meeting in Paris have called for tougher sanctions to bring about change in Syria .', ""A French bistro and the British pub How microbreweries run by women is a new trend breathing life into Britain 's pubs What should the international response be to the accelerating crisis and bloodshed in Syria ?"", 'Should the world continue to watch and wait as the Assad regime carries on its brutal suppression of internal opposition forces ?', 'Syria crisis : Deadly cross-border shelling hits Lebanon Several farm buildings were hit by shelling in northern Lebanon']"
2012-07-07,"['The first artillery shells from across the border landed on farm buildings early on Saturday , killing one woman , local residents say .', ""Peaceful protests have been continuing in Syria alongside the growing armed conflict On Saturday , Mr Annan told Le Monde newspaper that it was clear that his plan had not succeeded , adding : `` Maybe there is no guarantee that we will succeed . ''"", 'Or should the international community stage a Libya-style intervention , and risk triggering wider conflict in the Middle East ?', 'Syria crisis : Deadly cross-border shelling hits Lebanon Several farm buildings were hit by shelling in northern Lebanon', ', residents say There are fears the Syrian conflict will spread to neighbouring countries .']"
2012-07-08,"[""The opposition insists any transition must include Mr Assad 's departure from power , something he again ruled out in an interview with German television on Sunday .""]"
2012-07-09,"[""Arriving on Monday night , he told reporters he was there to `` to see how we can work together '' to find a solution to the conflict ."", ""The tour came after talks with Syrian President Bashar al-Assad on Monday which he described as `` constructive '' ."", ""Activists said violence on Monday claimed dozens more lives `` I do n't think anybody with a straight face could argue that Iran has had a positive impact on developments in Syria , ''"", 'Following talks with President Assad on Monday , Mr Annan said the pair had agreed a new approach to ending the violence .', ""At his last meeting with President Assad in Damascus on 9 July , the two men agreed to try to arrange localized ceasefires `` from the ground up '' in the hope of creating a constructive political climate ."", ""Kofi Annan : `` We discussed the need to end the violence '' UN and Arab League envoy to Syria , Kofi Annan , has said he has held `` very candid and constructive '' talks with President Bashar al-Assad in Damascus ."", ""He told reporters they had `` agreed an approach '' to end the violence , and he would share this with rebel groups ."", ""Kofi Annan said Iran could play a `` positive role '' UN and Arab League special envoy Kofi Annan has met officials in Iran and Iraq in an attempt to shore up support for his peace plan on Syria ."", 'Mr Annan warned both countries that the conflict could spread across the region if the violence was not stopped .']"
2012-07-10,"[""After meeting Foreign Minister Ali Akbar Salehi in Tehran on Tuesday , Mr Annan said he was seeking Iran 's `` support and co-operation '' to resolve the crisis ."", ""Kofi Annan said Iran could play a `` positive role '' UN and Arab League special envoy Kofi Annan has met officials in Iran and Iraq in an attempt to shore up support for his peace plan on Syria ."", 'Mr Annan warned both countries that the conflict could spread across the region if the violence was not stopped .']"
2012-07-11,"['Meanwhile , Iraqi Foreign Minister Hoshiyar Zebari said Mr Fares , who defected on Wednesday , was in Qatar , a country sympathetic to the rebels .', ""Brig-Gen Manaf Tlas was a childhood friend of President Assad Manaf Tlas , a Syrian general who fled the country last week , has been in contact with members of the opposition , France 's foreign minister has said ."", 'He said he could not confirm reports that Tlas , an ex-confidant of the Syrian president , was in France .']"
2012-07-12,"[""Speaking to reporters on Thursday , Mr Fabius said `` there is some closeness between the opposition and this general ... contact has been made . ''"", ""Syria crisis : Conflicting reports of Tremseh killings The UN confirmed there had been `` continuous fighting '' on Thursday in the area of Tremseh"", 'There are conflicting reports from Syria about mass killings on 12 July in Tremseh , a village in Hama province .', 'GMT -RRB- on Thursday , searching for members of the rebel Free Syrian Army -LRB- FSA -RRB- .', 'Meanwhile , the Syrian government has denied that it used heavy weapons in its attack on the village of Tremseh last Thursday .', ""Brig-Gen Manaf Tlas was a childhood friend of President Assad Manaf Tlas , a Syrian general who fled the country last week , has been in contact with members of the opposition , France 's foreign minister has said ."", ""Laurent Fabius told reporters that `` contact has been made '' , but did not give details ."", 'He said he could not confirm reports that Tlas , an ex-confidant of the Syrian president , was in France .']"
2012-07-13,"[""It has circulated its own draft resolution calling for the extension of the observer mission 's mandate , which runs out on Friday ."", 'The UN has until Friday to renew the mandate for observers in Syria , and Western nations want a new resolution backed by the threat of force .', 'The UN has until Friday to renew the mandate for observers in Syria , and Western nations want the two nations to back tougher measures to stop the fighting .', 'The Security Council must also decide whether to renew the mandate of a UN mission in Syria , due to end on Friday .', ""The UN 's observer mission runs out on Friday and the resolution facing the Security Council would extend the mission and place international envoy Kofi Annan 's peace plan under Chapter 7 of the UN Charter , which could ultimately authorise force .""]"
2012-07-15,"['The fighting in the capital may have started on Sunday as a case of security forces tackling armed rebels displaced by a crackdown on the suburbs .', 'The fighting in the capital may have started on Sunday as a case of security forces tackling armed rebels displaced by a crackdown on the suburbs .', 'More than 1,260 civilians , rebels and government soldiers have died since the fighting in Damascus and elsewhere intensified on 15 July , it says .', ""UN observers have now reached the village but were able to say little other than heavy weapons had been used - a violation of Syria 's commitment to a UN-backed peace plan ."", ""Sergei Lavrov : `` I believe this is counterproductive and quite a dangerous approach ''"", ""Russian Foreign Minister Sergei Lavrov has said Western attempts to get Moscow to discuss sanctions against Syria contain `` elements of blackmail '' ."", 'Mr Lavrov said the West had threatened to end a UN observer mission if Russia opposed its draft resolution .', ""By Jonathan Marcus BBC Diplomatic Correspondent Declaring a civil war could change how the outside world perceives the situation Syria 's deepening conflict has now turned into a full-scale civil war ."", ""That 's the verdict of the UN 's Under-Secretary General for Peacekeeping Operations Herve Ladsous ."", ""`` The government of Syria has lost some large chunks of territory in several cities to the opposition , '' he says , `` and wants to retake control of these areas '' .""]"
2012-07-16,"['Today , though , Sergei Lavrov dispelled the rumors .', ""Sergei Lavrov : `` I believe this is counterproductive and quite a dangerous approach ''"", ""Russian Foreign Minister Sergei Lavrov has said Western attempts to get Moscow to discuss sanctions against Syria contain `` elements of blackmail '' ."", 'Mr Lavrov said the West had threatened to end a UN observer mission if Russia opposed its draft resolution .']"
2012-07-17,"['17 July 2012', 'The fighting reached central areas on Tuesday , with gunfire and plumes of smoke reported in a street near parliament .', 'Defector Nawaf al-Fares tells the BBC the regime has colluded with al-Qaeda in bomb attacks , and would not hesitate to use chemical weapons if it is cornered Iraq warns its citizens to flee the violence , hours after the bodies of two killed journalists were handed over by the Syrian authorities Activist video on Tuesday showed government tanks and troops moving on the main roads into the center of Damascus .', 'Last updated at 13:17 GMT Help Fighting is intensifying across the Syrian capital Damascus , where the military has deployed tanks and helicopters , activists say .', 'Rebel forces say they have launched an all-out assault on the capital , calling it Operation Damascus Volcano .', ""Assad officials deny rebel ` Damascus volcano ' push Activists released images they said showed tanks on the streets of Damascus Syrian officials have dismissed claims by rebels that they have launched an all-out offensive in Damascus ."", 'State media said security forces fought off attacks by small groups of armed terrorists in the city .', 'The rebels had declared a final battle for the capital , calling it Operation Damascus Volcano .', 'Nawaf Fares :', ""Chemical weapons ` may have been used ' Former Syrian diplomat Nawaf Fares , who defected last week , has said President Bashar al-Assad would not shy away from using chemical weapons on his own people , and has colluded with al-Qaeda to carry out attacks ."", ""The BBC 's Rupert Wingfield-Hayes says unverified footage appears to show smoke rising from Damascus Fighting is intensifying across the Syrian capital Damascus , where the military has deployed tanks and helicopters , activists say ."", 'Shooting was reported in one of the main central streets and a square housing the Central Bank .', 'Rebel forces say they have launched an all-out assault on the capital , calling it Operation Damascus Volcano .', ""By Jonathan Marcus BBC Diplomatic Correspondent The three men were taking part in a meeting of ministers and security heads , state TV said The reported attack in Damascus could mark an important symbolic turning point in the struggle to overthrow President Bashar al-Assad 's regime ."", 'Beginning with the start of the uprising in March 2011 , it charts major attacks on government targets as well as the worst cases of killings of civilians .']"
2012-07-18,"[""The White House says the killing in Damascus of three top figures at the heart of Syria 's defense establishment on Wednesday showed President Assad was losing control ."", ""`` This is what the battle in Damascus means , and what yesterday 's explosion means . ''"", ""But , in contrast with earlier explosions in Damascus , there were no photos or video from the scene of Wednesday 's blast at the security headquarters and"", 'In a telephone conversation between President Barack Obama and President Vladimir Putin on Wednesday , the two leaders were said to be divided in their approaches to ending the bloodshed .', ""Syria 's national security chief Hisham Ikhtiar has died from injuries received in Wednesday 's attack on the national security bureau , state TV announced , the fourth high-ranking fatality ."", 'On 18 July , state media reported that Gen Shawkat had been killed in a suicide bomb attack at the headquarters of the National Security Bureau .', ""President Assad named internal security head Gen Ali Mamlouk as his new head of national security , replacing Hisham Bekhtyar , one of four senior officials killed in the 18 July bombing in Damascus A commander of Iran 's Revolutionary Guards , Brig Gen Masoud Jazayeri , said `` decisive blows '' would be struck against Syria 's enemies , `` particularly the hated Arabs '' , if they intervened in the conflict , Iran 's semi-official Fars news agency reported ."", ""The president 's brother-in-law , married to Bashar al-Assad 's sister Bushra , was among four top-ranking security officials killed by an 18 July bomb at the headquarters of the National Security Bureau in Damascus ."", ""By Jonathan Marcus BBC Diplomatic Correspondent The three men were taking part in a meeting of ministers and security heads , state TV said The reported attack in Damascus could mark an important symbolic turning point in the struggle to overthrow President Bashar al-Assad 's regime ."", ""The claim that a bomber was able to carry out such an attack against a high security target speaks volumes about the government 's ability to protect its own members and raises questions about the broader capacities of Syria 's `` security state '' ."", 'Syria conflict : Fresh offensive against rebels', ""The BBC 's Jim Muir says unverified footage purports to show the aftermath of an attack on a funeral procession Tanks , artillery and helicopters have been deployed and clashes reported south-west and north-east of the city ."", 'In a first public appearance since the bomb , President Assad was shown on TV swearing in the new defense minister .', ""Assad assets in UK are frozen Fighters from the Free Syrian Army , who are trying to topple the Assad regime The European Union imposed sanctions on President Bashar al-Assad 's regime after it violently suppressed anti-government protests ."", ""Syria crisis : Middle East pundits eye end game Syrian Defense Minister Daoud Rajiha -LRB- R -RRB- , one of the ministers killed in the blast , was part of President Assad 's -LRB- L -RRB- inner circle Press commentators across the Middle East"", 'have been reading the runes after a bomb attack killed three senior regime figures .', 'Twenty-four hours on , with reports about the attack still leading pan-Arab TV bulletins , many pundits see signs that an end game is approaching .', 'By Jonathan Marcus BBC Diplomatic Correspondent Israel has accused Iran of being behind the attack in Burgas As the Syrian crisis worsens , if you thought that things in the Middle East were already complicated and unstable enough , then the attack on an Israeli tourist bus in Bulgaria has just made things that much worse .', 'Israeli security experts believe that this is just the latest - and the first successful - attack in a series of operations against Israeli targets around the world , planned by the overseas operational arm of the Lebanese group Hezbollah .', ""Syria bomb : US sees Assad ` losing control ' Ministers were meeting heads of security agencies at the time of the explosion The killing of three top figures at the heart of Syria 's defense establishment shows President Bashar al-Assad is losing control , the White House says ."", ""Mr Assad 's brother-in-law , his defense minister and the head of his crisis team died in a bomb attack on a meeting at the national security headquarters ."", ""Rebel groups said the bomb had been planted the day before and predicted the government 's imminent fall .""]"
2012-07-19,"[""Turkish PM condemns the `` savagery '' of the response to the unrest 19 July : Qatar closes its embassy in Damascus after an attack by Assad loyalists 8 August : Saudi Arabia condemns crackdown and recalls its envoy in Damascus 10 August :"", ""The London-based Syrian Observatory for Human Rights said a further 111 people - also mostly army defectors - were hunted down by the army and killed the next day in an `` organised massacre '' ."", ""`` I think the incident today makes clear that Assad is losing control , '' White House spokesman Jay Carney told reporters ."", 'The attack prompted the UN Security Council to delay until Thursday a vote on a Western-sponsored resolution calling for tougher sanctions on Damascus .', ""`` I think the incident today makes clear that Assad is losing control , '' White House spokesman Jay Carney told reporters ."", 'Dutch journalist based in Damascus Sander Van Hoorn says there is tension on the streets The attack prompted the UN Security Council to delay until Thursday a vote on a Western-sponsored resolution calling for tougher sanctions on Damascus .', 'As the fighting continued , rebels managed to seize control of several border posts late on Thursday .', ""Assad assets in UK are frozen Fighters from the Free Syrian Army , who are trying to topple the Assad regime The European Union imposed sanctions on President Bashar al-Assad 's regime after it violently suppressed anti-government protests ."", 'have been reading the runes after a bomb attack killed three senior regime figures .', 'By Jonathan Marcus BBC Diplomatic Correspondent Israel has accused Iran of being behind the attack in Burgas As the Syrian crisis worsens , if you thought that things in the Middle East were already complicated and unstable enough , then the attack on an Israeli tourist bus in Bulgaria has just made things that much worse .', ""Syria bomb : US sees Assad ` losing control ' Ministers were meeting heads of security agencies at the time of the explosion The killing of three top figures at the heart of Syria 's defense establishment shows President Bashar al-Assad is losing control , the White House says ."", ""Mr Assad 's brother-in-law , his defense minister and the head of his crisis team died in a bomb attack on a meeting at the national security headquarters .""]"
2012-07-20,"['Nawaf Fares announces that he is siding with the revolution in Syria Western nations are pressing the UN to threaten Damascus with sanctions as it considers renewing the mandate for its observer mission in Syria which expires on 20 July .', ""The UN Security Council agreed on Friday to extend its observer mission in Syria for a `` final '' 30 days ."", 'The UN refugee agency -LRB- UNHCR -RRB- said on Friday that between 8,500 and 30,000 Syrian refugees had crossed into Lebanon in the previous 48 hours .', ""Meanwhile , the UN Security Council unanimously voted on Friday to renew the mandate for its observer mission in Syria for a `` final '' 30 days , while leaving open the possibility of an extension ."", 'Syria crisis : Thousands of refugees flee violence Lebanese officials say thousands of refugees are pouring over the eastern Masnaa crossing Thousands of Syrian refugees are pouring into neighbouring countries as fighting between government forces and rebels intensifies .', 'The UN refugee agency says up to 30,000 people are reported to have crossed into Lebanon over the past 48 hours .', ""Assef Shawkat , deputy defense minister Gen Shawkat was considered one of the president 's top security chiefs ."", 'Although he appeared to have been promoted , opposition figures said he was seen to have been at fault in the 2008 assassination of Hezbollah military commander Imad Mughniyeh in an area of Damascus that fell under his responsibility .', 'By Rami Ruhayem BBC News , Baghdad Iraqis have been fleeing the Syrian capital , Damascus .', 'With a mixture of anger and resignation , they said that they had been forced to leave their homes near Damascus by armed opposition groups .']"
2012-07-21,"[""`` Europe must rise to the challenge and move towards implementing the July 21 decisions , to put an end to the Sisyphean ordeal the Greek people is going through , '' said Development Minister Mihalis Chrysohoidis ."", 'There are some 40,000 Syrian refugees living in camps on the Turkish side of the border Regional politicians and security chiefs from the Turkish province of Hatay held a long meeting at the border on Saturday to discuss the crisis and the stark realities on the other side of the frontier - where no-one really knows who , if anyone , is in charge from one day to the next .', 'The Observatory , which said two prisoners were killed at the jail on Saturday , said it had received reports that a group of judges had been sent to the jail to investigate the uprising , which began over the weekend .', ""One relieved Syrian family crosses into Turkey at Cilvegozu Turkey 's long border with its neighbor Syria is deceptively quiet ."", 'On the Turkish side of the Cilvegozu crossing , truck drivers , border officials and an increasing number of journalists wilt in the midday sun .', 'For those not fortunate enough to have access to air-conditioned buildings inside the border complex , finding any available bit of shade is a priority in the stifling heat .']"
